STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_bt,Business trend indicator,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2021-11,,106.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2021-12,,111.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-01,,108.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-02,,109.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-03,,108.4,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-04,,106.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-05,,110.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-06,,110.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-07,,106.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-08,,110.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-09,,111.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-10,,110.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-11,,111.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2022-12,,109.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-01,,110.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-02,,112.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-03,,106.4,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-04,,108.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-05,,108.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-06,,109.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-07,,105.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-08,,105.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-09,,104.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-10,,104.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-11,,104.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2023-12,,112.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-01,,76.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-02,,75.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-03,,74.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-04,,74.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-05,,73.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-06,,75.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-07,,74.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-08,,73.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-09,,74.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-10,,74.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-11,,75.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1991-12,,74.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-01,,75.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-02,,76.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-03,,75.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-04,,74.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-05,,74.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-06,,73.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-07,,72.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-08,,72.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-09,,71.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-10,,71.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-11,,71.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1992-12,,70.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-01,,70.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-02,,69.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-03,,69.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-04,,69.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-05,,69.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-06,,68.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-07,,68.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-08,,69.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-09,,69.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-10,,69.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-11,,69.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1993-12,,69.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-01,,70.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-02,,70.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-03,,71.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-04,,72.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-05,,72.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-06,,72.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-07,,72.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-08,,72.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-09,,73.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-10,,74.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-11,,75.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1994-12,,75.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-01,,75.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-02,,75.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-03,,75.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-04,,75.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-05,,75.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-06,,75.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-07,,75.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-08,,75.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-09,,75.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-10,,74.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-11,,74.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1995-12,,75.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-01,,75.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-02,,74.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-03,,74.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-04,,74.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-05,,74.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-06,,75.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-07,,74.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-08,,75.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-09,,75.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),C,Manufacturing,SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),1996-10,,74.9,,i,value imputed by Eurostat or other receiving agencies,,
