date,Observed UA,CF-A (no UA shocks),CF-B (EA shocks),Euro Area
2016-12-01,12.361448809081654,18.183120392108332,20.368611202754437,0.9909090909090911
2017-01-01,12.584167240814171,17.70965757666009,24.205599294231742,1.6272727272727274
2017-02-01,14.166675615685076,17.382206100647004,26.417974074418233,1.8363636363636366
2017-03-01,15.070966115611274,17.108454252892894,24.522455827778614,1.4727272727272727
2017-04-01,12.180294503045207,16.443319921611682,25.325993883740708,1.8272727272727267
2017-05-01,13.525113218366446,16.094733977711186,21.8785517615589,1.3272727272727272
2017-06-01,15.57266035056144,15.589413492516071,18.350065216928257,1.090909090909091
2017-07-01,15.919725396659201,15.059746543737196,16.456684002504993,1.1818181818181819
2017-08-01,16.152262458638454,14.637549166349054,15.9085939301172,1.3636363636363638
2017-09-01,16.38045943792854,14.360296771795602,15.362388958368232,1.4181818181818182
2017-10-01,14.569090419439368,14.171823346962084,14.032538640039206,1.309090909090909
2017-11-01,13.556200622018032,13.900857105496652,14.260603493602897,1.4636363636363634
2017-12-01,13.668743932842586,13.802971591827855,12.98778546573639,1.2818181818181817
2018-01-01,14.118471900925055,13.679082739140958,11.414287821329449,1.1363636363636362
2018-02-01,14.00548331488456,13.570648656156742,9.844478704407315,1.0272727272727271
2018-03-01,13.221555630008153,13.440005545975538,9.660395794639529,1.1363636363636365
2018-04-01,13.109343979235067,13.464411511920718,8.560128025648806,0.990909090909091
2018-05-01,11.657792674467004,13.245829077390622,12.118355845330022,1.6454545454545453
2018-06-01,9.899402238648625,13.30303762954147,14.322291468142645,1.781818181818182
2018-07-01,8.912281859259586,13.257701754634581,16.460424370756815,1.936363636363636
2018-08-01,9.021303162422,13.224987749938439,16.606148272137606,1.8
2018-09-01,8.914419531870577,13.022578446733776,17.012035100729864,1.863636363636364
2018-10-01,9.452534252877886,12.774488998641553,17.734386842228655,2.0
2018-11-01,9.994915492981304,12.649860985312442,15.922201621843445,1.718181818181818
2018-12-01,9.777103779133833,12.479236656132814,12.707090656585343,1.3636363636363638
2019-01-01,9.2363298688918,12.241289319867164,10.263586717083086,1.2363636363636366
2019-02-01,8.803281980412514,12.01813836101654,9.774661414053675,1.3818181818181818
2019-03-01,8.588043044744055,11.945347724753614,9.663435760160692,1.4454545454545455
2019-04-01,8.803495511102689,11.875806384171748,10.792951623008548,1.654545454545454
2019-05-01,9.565119979680436,12.055295623694754,8.325440909986442,1.1909090909090911
2019-06-01,9.017294379782005,12.005281314121717,7.343157573039065,1.1818181818181819
2019-07-01,9.127080174726409,12.115592649521009,5.019117298666398,0.881818181818182
2019-08-01,8.799698934202226,12.12801821649774,4.5696175816802,0.9545454545454546
2019-09-01,7.51844634616452,12.322695685424117,3.226953421328324,0.7636363636363636
2019-10-01,6.461234484353651,12.502136464888743,2.3734178240242194,0.6636363636363637
2019-11-01,5.096346862759371,12.633797878603621,3.6055680405748722,0.8727272727272727
2019-12-01,4.053724374041523,12.78913943737656,6.6516960740462014,1.2363636363636363
2020-01-01,3.229536458207538,13.056832501484847,8.667077642167035,1.3
2020-02-01,2.407808804808864,13.319575382382833,8.577829285314323,1.0727272727272728
2020-03-01,2.306314445240165,13.530053739019671,6.327785385348611,0.6454545454545454
2020-04-01,2.1037276839624752,13.705222812596016,2.495698794674904,0.13636363636363633
2020-05-01,1.6981518043836408,13.808883045937865,-0.37046840039318885,-0.09090909090909091
2020-06-01,2.4136161889370955,13.905443518398798,-0.3462337396013633,0.1
2020-07-01,2.4136161889370955,14.14220206975909,1.2920257375124575,0.3636363636363636
2020-08-01,2.516337970470639,14.737044753767659,-1.914835428203527,-0.31818181818181823
2020-09-01,2.312730546497499,14.991443546978417,-2.4794231743170014,-0.3
2020-10-01,2.6175351062189156,15.353119570119423,-2.3137263946380235,-0.2818181818181818
2020-11-01,3.8477153472525005,15.769089042679834,-1.7215190426042293,-0.2636363636363636
2020-12-01,4.99232944426633,16.206915129511895,-1.0041352381487585,-0.2545454545454545
2021-01-01,6.144939847347075,16.402038011113287,4.342912340103171,0.5000000000000001
2021-02-01,7.528976174343582,16.890140820795963,6.95219865128867,0.5272727272727272
2021-03-01,8.48905631875736,17.079170735812216,11.076315409931315,0.9363636363636363
2021-04-01,8.381428286695126,17.19385484093662,15.337320469515818,1.3181818181818181
2021-05-01,9.462000851866549,17.175165690952184,19.71038689203592,1.7090909090909094
2021-06-01,9.46200085186657,17.15379949912852,21.27853042347633,1.6727272727272726
2021-07-01,10.232860012795154,16.87429174095326,22.738700315364756,1.8090909090909089
2021-08-01,10.232860012795154,16.27889602811903,28.26435093734959,2.6818181818181817
2021-09-01,11.000651077560896,15.875821759877725,31.752509939054494,2.9909090909090907
2021-10-01,10.890749442830682,15.137176803258958,37.616586614836336,3.8000000000000003
2021-11-01,10.343411094149403,14.28779860942493,44.52607715534632,4.672727272727272
2021-12-01,10.015333558686091,13.51289377130172,47.243424487749564,4.8
