date,eps_EA_supply,eps_EA_demand,eps_UA
2001-03-01,0.49259339018493475,0.3800468565033934,0.5278389609963772
2001-04-01,-0.4729173715013846,1.8189793847135582,0.7512415489506981
2001-05-01,0.2828197636202342,0.8066033138222576,-0.7400696746273787
2001-06-01,-0.1817158853863559,-0.5895590903309914,-1.0757992520390465
2001-07-01,-0.17627923551396835,-0.6359968944950989,0.33998771618556034
2001-08-01,2.6941289620239894,-0.5996932947546453,0.7372520236804355
2001-09-01,0.4442275348161753,-0.5998330801585404,-1.438586102150898
2001-10-01,-0.4776011349599936,0.07472027365612298,-0.21599409520525623
2001-11-01,-1.037328944577586,-0.3406036959096795,0.5028147954593524
2001-12-01,-0.30243854914471546,1.1775854538103565,0.21381850260167456
2002-01-01,0.46342195830590605,1.930476085605084,0.04325117862451061
2002-02-01,-1.2670803856100767,-1.2398959590493734,-1.0952815859540943
2002-03-01,0.5567360009702965,0.8934608997810661,0.08100550249537031
2002-04-01,-0.20646053602971526,-0.27125120913918666,0.4978942905087519
2002-05-01,0.08244649525769114,-0.906885279497656,-0.5148504476203785
2002-06-01,1.587802080874911,-0.6981592037014173,-1.2967862042906133
2002-07-01,0.3700297097210499,0.40000498047767263,0.7572810588798068
2002-08-01,-0.33895266836821697,0.5919802713174421,-0.4351914766665673
2002-09-01,-0.0580764084185507,-0.35215536352099946,-0.32747847141615904
2002-10-01,1.5178357691680173,0.37114438277559225,0.27767148933339453
2002-11-01,-0.10190406684559451,-0.333264877825117,-0.3762123309990517
2002-12-01,1.3255872353566656,-0.2219021167409553,-0.5459668783656805
2003-01-01,-0.5884530616576615,-0.5873809197919159,0.037696291540275435
2003-02-01,2.006985182572207,1.1859581078925983,1.1670051042312517
2003-03-01,-1.6521041174438669,-0.9256204890646207,-0.08403572720479442
2003-04-01,-0.36777336072643285,-0.9075978161849608,-1.3773334095675016
2003-05-01,-0.6086723374946413,-0.48491782239191694,0.5763948547717246
2003-06-01,-0.9311558555038242,0.9573218081703799,1.222164956366025
2003-07-01,-0.3766187881221719,-0.06108321150862639,0.3527410634447847
2003-08-01,1.9807049601942808,0.08686548570456681,-1.332600134134887
2003-09-01,-0.5794299970987179,-0.10629806561611127,0.6874271152269845
2003-10-01,0.08568384173707118,-0.6759995253166622,-0.07698192009049837
2003-11-01,0.07203632486823454,0.5254268470722401,0.5853799911799727
2003-12-01,-1.0824428688786274,-0.6203654330394198,-0.49899554385230066
2004-01-01,0.14779223751250242,-0.6566271331089252,-0.060408415725619766
2004-02-01,-1.1630668592405986,-0.06966442407868231,-0.3320167733360168
2004-03-01,0.2690130584153789,0.11652715908723107,-0.10563483653588977
2004-04-01,0.5731983366952025,0.9890846938351258,0.4354796113610293
2004-05-01,0.14914857830821865,0.9945400971106839,0.38444419946809016
2004-06-01,0.21693161182842882,-0.19622157808114915,-0.029936070392210523
2004-07-01,0.9079642770926089,-0.701372967282484,-0.3137007790133714
2004-08-01,-1.1065308497677586,-0.03634229174005607,0.8500064921232647
2004-09-01,0.8866195505510629,-0.6665656931255952,-0.25124640397036224
2004-10-01,0.14294001167909126,1.2089245808867832,0.49408804661686406
2004-11-01,-0.40306778607784155,-0.5751232117996754,-0.6759632122018615
2004-12-01,1.4929105477445161,-0.1956877026844111,0.8053793979224129
2005-01-01,3.031571198453564,-1.4351959176661326,-0.2726218458913938
2005-02-01,-0.9123178225075689,-0.2721525055804507,-0.16355903602192864
2005-03-01,1.0240208541402547,0.5561004835883652,0.32087247919961903
2005-04-01,-0.47928648715927324,-0.4499217064917535,-0.4375241609333471
2005-05-01,0.5867661737569808,-0.7572451376557117,-0.11838259325252681
2005-06-01,-0.6907972916370845,0.35048181862155364,0.093344390528754
2005-07-01,-1.0880267328418767,1.2447485961673503,0.42545722136312136
2005-08-01,0.8283235786765998,0.1333025804830402,0.31266292484121805
2005-09-01,-0.6477776632389098,1.1465858317140167,-0.3560572266475364
2005-10-01,-0.42176357671131437,-0.8341560099038804,-0.45920300160929395
2005-11-01,0.01859179024756216,-0.1506835929672731,0.5055667397433242
2005-12-01,1.8085409737622877,0.01460477651852976,-0.6673843295654326
2006-01-01,-2.315508021086162,0.5117498308795508,0.22318852552095425
2006-02-01,0.8399459838470259,0.538981285140652,0.8009462026632593
2006-03-01,-0.4144736297576254,-0.44354243429949064,-1.3118522482162658
2006-04-01,0.24052098180059175,1.2977738667625405,0.10246306494177701
2006-05-01,-1.1036554199190542,0.32152075312565565,0.4545308610053777
2006-06-01,0.9953041887866927,-0.34051987575578957,-0.19507941322327046
2006-07-01,1.1048537226574948,-0.2272692496295276,0.6489201323183795
2006-08-01,-2.2805202924015187,-0.2023036596100677,-0.4894958975095545
2006-09-01,-0.6212831601861607,-1.131214825461243,1.028735165735221
2006-10-01,0.6835319700694137,-0.2394529446150856,0.8571591211258968
2006-11-01,0.25029801995124146,0.8010540892980706,-0.12477579332594466
2006-12-01,-0.6956032998392755,0.22401734332865386,-0.24720524871530178
2007-01-01,0.6363933732208824,-0.5339353972615847,-0.4172562749390717
2007-02-01,0.7120009719094964,-0.1647499620097238,-0.46539454633755667
2007-03-01,0.3748189642295819,0.41069529708194896,0.7018085387047551
2007-04-01,0.997606725126783,-0.4140547075704931,-0.07104537494285164
2007-05-01,-0.08890998896594153,-0.6801626737714468,-0.28521271278919075
2007-06-01,-0.18896508388520059,0.23040807706961675,1.2474386807793265
2007-07-01,-0.23446379922690522,-0.2929849737094442,-0.4692170354015649
2007-08-01,-0.0707685705140262,-0.6352311945664451,0.2895296167837542
2007-09-01,1.5826712575653277,1.2734409065272907,0.10365351685779858
2007-10-01,-1.0609815652796466,1.220726035511082,0.17880438448675667
2007-11-01,0.35680834686873086,1.640438177812123,0.29488877744341174
2007-12-01,-0.07113525338453443,-0.4456246821244626,0.9125337989865006
2008-01-01,-0.013928240607014149,0.9768205934226222,1.4315543438837317
2008-02-01,0.027322198824152426,0.19142715750834843,0.8189739886941673
2008-03-01,0.26023149513183613,1.0440099959381741,2.2281511248873964
2008-04-01,-0.33972204277791257,-1.5168527326195835,1.1388952119843785
2008-05-01,0.565456176095051,2.2394127381891287,-0.15339156989873892
2008-06-01,-0.1639525122225249,0.8219123228675138,-0.724216610800591
2008-07-01,-1.0668393353764591,0.2851032773313006,-0.1632723275509573
2008-08-01,1.4494786197322729,-0.18614208442747462,1.1066621233724565
2008-09-01,-1.029903488650413,-0.0011659417126985705,0.1406890458348356
2008-10-01,-0.3782578887785936,-1.4076899594625651,0.037248887880609316
2008-11-01,0.6878106741982937,-3.1717978861939558,0.5378595437793381
2008-12-01,-2.194647165584005,-0.8152452448743392,0.6837857372769526
2009-01-01,-1.5934736474376456,-0.3531773136759609,0.4989101184583508
2009-02-01,-1.7531742827198478,0.8868294482450936,0.02005359800097934
2009-03-01,-1.670907661224841,-1.873387206992431,-0.5980899331871872
2009-04-01,-0.035749089730658115,1.0314323254338271,0.18553007895756202
2009-05-01,-1.2378160189234724,-2.057760395115105,0.5773991153089137
2009-06-01,-1.0468347972904912,-0.05455717968340257,0.7018096862361256
2009-07-01,0.36806170348599193,-1.4924021919280708,0.2718531371729088
2009-08-01,-0.38449123837636656,1.77190080394469,-0.07830267281596526
2009-09-01,-1.3183680722426139,-1.2387540975457227,-0.37222976283225556
2009-10-01,-1.1999324658104984,0.9627812610886073,-0.3347091993262497
2009-11-01,-1.7341359709703457,2.7103870151519147,0.33628696559909466
2009-12-01,1.591764720599296,0.8888940125682756,-0.3358812787045085
2010-01-01,0.33247271722526894,-0.8420863126541704,-0.30490356129880714
2010-02-01,0.19317694202832691,-0.4223012116685639,0.26394905714418015
2010-03-01,0.1706309863805351,2.5734765889524582,-0.5623228592279539
2010-04-01,-0.499122237192901,-0.22894805168475496,-0.7758817225278486
2010-05-01,0.5768781624184736,0.274346004560703,-0.3062464148799791
2010-06-01,1.2092352131443387,-0.8694755925154273,-0.7186983387286177
2010-07-01,0.1866701690058757,0.999176407477207,0.2756171495803441
2010-08-01,1.2816906724289772,-0.8465419150477436,0.5894351653334824
2010-09-01,-0.2061179844145295,0.6316177502163184,0.6089274134693677
2010-10-01,1.8108805356425894,0.07554130935968789,-1.3128770388751492
